Sentiment,Time,Text,Cleaned Text,Label
positive,23/11/20,"Great product, but boy did I waste money buying this from Amazon. It only cost $1.59 in the local asian supermarket.",great product boy waste money buy amazon cost local asian supermarket,1
positive,29/8/20,My kids loved this tasty treat. The apple pieces were a nice size and tasted like a fresh apple. Will be buying more of these in the future!,kid love tasty treat apple piece nice size taste like fresh apple buying future,1
positive,18/1/21,"This is a much better tasting instant tea than anything else Lipton currently makes.  It is not as convenient coming in the big jar vs. the individual packets but the taste is well worth it.  Lightly sweet, with just a hint of tea.  Highly recommend!!",much good taste instant tea anything else lipton currently make convenient come big jar individual packet taste well worth lightly sweet hint tea highly recommend,1
positive,18/6/21,Lipton Raspberry Instant Mix is so easy to make just put a few spoons of the product in a glass of water and add ice---it has such a light fruity taste that you feel good every time you take a drink--try it when you come in the house after a hot time in the garden---sooo good,lipton raspberry instant mix easy make put spoon product glass water add ice light fruity taste feel good every time take drink try come house hot time garden good,1
positive,18/6/21,Great taste! For years I bought another lemon product (can't remember the name!) that I was very happy with then happened to come across this product and wow! it was even better so buying it regularly for last couple of years. Use mostly in iced tea.,great taste year buy another lemon product remember name happy happen come across product wow even well buy regularly last couple year use mostly iced tea,1
positive,7/7/21,This candy jar is great! My daughter loves Hello Kitty and she was so excited to see this candy jar.  Very durable and easy to fill.,candy jar great daughter love hello kitty excite see candy jar durable easy fill,1
positive,18/6/21,"Really yummy!  I ate them all within 2 days!  =/  They taste better than fruit by the foot, which I also like.  I'd definitely like to buy some more in the future.",really yummy ate within day taste good fruit foot also like would definitely like buy future,1
negative,7/7/21,"I've been a customer of Right Foods for almost 8 years, but the Asian Entrees don't do it for me.  They taste bitter, and the seasoning is inconsistent.",customer right food almost year asian entree taste bitter seasoning inconsistent,0
positive,1/7/21,"Wow, how do they pack all that sweetness and flavor into just a few drops?<br />I just tried it in my coffee and I was very surprised. This is great stuff and such a blessing for the diabetics out there like myself.",wow pack sweetness flavor drop try coffee surprise great stuff bless diabetic like,1
negative,7/7/21,"I love my hot chocolate, But this one is very weak, I have to add a little syrup to give it a more chocolate taste.",love hot chocolate one weak add little syrup give chocolate taste,0
positive,23/7/21,"I bought this with my hestitation<br />however, it tastes good. it has a very butterly taste and sweet as well<br />only 8 pieces not so many:(",buy hestitation however taste good butterly taste sweet well piece many,1
positive,20/7/21,"Closest ""red"" Mexican rice since a dinner in Mexico.  I add two heaping tbsps. of crumbled bacon and a can of RO-TEL Original diced tomatoes and green chilies.  Everyone from college students to a 90 year old love it.",close red mexican rice since dinner mexico add two heap tbsps crumble bacon original dice tomato green chilies everyone college student year old love,1
negative,19/7/21,"These cookies are not sweet at all, which is ok, but they also have NO flavor at all. They name is vanilla creme cookies- where is vanilla?? The texture is kind of strange too-cookie is crumbly, but around the creme it is crunchy. overall - will not be buying this product ever again.",cooky sweet ok also flavor name vanilla creme vanilla texture kind strange crumbly around creme crunchy overall buying product ever,0
positive,18/6/21,very cherry tasting- reminds me of cherry popsicles. with the addition of vitamins it's a great alternative to juices and sodas. it's very dark red so be careful of stains,cherry remind cherry popsicle addition vitamins great alternative juice sodas dark red careful stain,1
positive,7/7/21,"These gummi vitamins taste great - -sweet and sour. Made with arctic cloudberries, which are like yellow raspberries but not as sweet. Suitable for adults as well as kids.",gummi vitamin taste great sour make arctic cloudberry like yellow raspberry sweet suitable adult well kid,1
positive,27/6/21,"we bought these to make out xmas eve stuffed vinegar peppers.  everyone prefers red peppers, but the usual jarred vinegar cherry tomatoes are mostly green.  I saw these, and though expensive, decided to buy them just for the holiday.  they are very tender and tasty.  our only complaints are that they are much smaller, therefore a little difficult to stuff, and pricey. For taste, I'd give them 5 stars!",bought make xmas eve stuffed vinegar pepper everyone prefers red pepper usual jar vinegar cherry tomato mostly green saw though expensive decide buy holiday tender tasty complaint much small therefore little difficult stuff pricey taste would give star,1
positive,21/7/21,THESE LOLLIPOPS HAVE THE BEST FLAVOR EVER. I'VE TRIED MANY BUT<br />THESE ARE DEFINITELY THE VERY BEST. THEY COME IN MANY FLAVORS.<br />SOMETHING FOR EVERONE.,lollipop best flavor ever try many definitely best come many flavor something everone,1
positive,18/6/21,Easy mix.  Great taste.  Works well with my bread machine and makes large loaves.,easy mix great taste work well bread machine make large loaf,1
positive,7/7/21,"Tasted this at a tea, came home and ordered the loose and the sachets.  I've shared some with a friend.  Harney makes wonderful tea.",taste tea come home order loose sachet share friend harney make wonderful tea,1
positive,30/6/21,I have been trying to find a gluten free product that tastes good.  This taste so good that my family did not guess that it was gluten free.  Unbelievable !! but true.,try find gluten free product taste good taste good family guess gluten free unbelievable true,1
positive,1/7/21,Taste great. I use this to make vanilla latte and vanilla coke. YUM!!! and it doens't contain any corn syrup!!!,taste great use make vanilla latte vanilla coke yum contain corn syrup,1
positive,24/8/21,"I have ordered these types of chocolates before(Weinbrand Bohnen Brandy Chocolates) and these were fantastic, they had great flavor,were very fresh(sometimes they dry up if they are older),and were the perfect size(some larger ones are too big and the liquid can run if not all in your mouth),the chocolate as well as the brandy were of high quality and very tasty... Also the price was great for as many that were in the package... I ordered these very close to the holiday and they arrived earlier than expected!",order type chocolate weinbrand bohnen brandy chocolates fantastic great flavor fresh sometimes dry old perfect size large one big liquid run mouth chocolate well brandy high quality tasty also price great many package order close holiday arrive earlier expect,1
positive,21/7/21,I love my Tassimo Coffee machine and I love the Gevalia Signature Blend Coffee.  It is great any time of day.  Never bitter or over bearing.. always smooth and mild.  I have been using it for over 2 years now and the coffee is brewed the same for every cup.  I highly recommend Tassimo machine and Gevalia Signature blend coffee.,love tassimo coffee machine love gevalia signature blend coffee great time day never bitter bearing always smooth mild use year coffee brew every cup highly recommend tassimo machine gevalia signature blend coffee,1
positive,25/6/21,This coffee has a rich flavor without any bitterness.  I usually do not like coffee made with dark beans because they are too strong for my taste but this coffee is great tasting.  I signed up for Amazon's subscribe and save service and ordered just one 32 oz bag to try it.  The 15% discount and free shipping with the subscribe service makes it a great bargain too!,coffee rich flavor without bitterness usually like coffee make dark bean strong taste coffee great tasting sign amazon subscribe save service order one oz bag try discount free shipping subscribe service make great bargain,1
positive,13/9/21,"Bold and tangy, the Taco Bell Spicy Ranchero Sauce is excellent.  We've used it with tacos and with flautas, and now there is none left in our sample bottle!  Everyone liked it, even those who normally don't care for spicy foods.  Off to the grocery for more!",bold tangy taco bell spicy ranchero sauce excellent use tacos flautas none leave sample bottle everyone like even normally care spicy food grocery,1
positive,18/6/21,This sauce is pretty good. It's 55 calories per tablespoon. I tried this sauce with chicken and really liked it. It's not too spicy at all. I don't usually eat spicy food and am very sensitive to even small amounts of heat in my food. This sauce hardly had any heat at all.,sauce pretty good calorie per tablespoon try sauce chicken really liked spicy usually eat spicy food sensitive even small amount heat food sauce hardly heat,1
positive,7/7/21,"the taste of this sauce isn't anything earth-shattering, but it's good.had it on my lunch turkey wraps for a few weeks and four dabs went a long way for flavor.not spicy at all,creamy,and just the right zip to spice up something a tad without the hotness or watery consistency of salsa.",taste sauce anything lunch turkey wrap week four dab go long way spicy creamy right zip spice something tad without hotness watery consistency salsa,1
positive,15/7/21,"This sauce has a unique and interesting flavor. It makes a great salad dressing as well. Overall, I recommend and like the fact there are are few ingredients. Enjoy.",sauce unique interesting flavor make great salad dress well overall recommend like fact ingredient enjoy,1
positive,11/7/21,"Even though sugar free, these candies taste as good as the sugared variety. Good mix of flavors in small packages.",even though sugar free candy taste good sugar variety good mix flavor small package,1
positive,7/10/21,"i bought sumac to make the fattouch salad I was making for authentic,wouldnt have been the same without it,gives it a nice sweet flavor,especially the dressing,now Im looking for other ways to use it",buy sumac make fattouch salad making authentic would without give nice sweet flavor especially dress look way use,1
positive,6/7/21,"Mycodex Plus Environmental Control Aerosol Household Spray is amazing.<br />The basement was full of fleas this year. One can sprayed onto the basement floor took care of the problem. Other products have been tried, as well as flea bombs having been set off. Nothing else seemed to work. This stuff is A Plus. Would definitely use again if ever there was a need.",mycodex plus environmental control aerosol household spray amazing basement full fleas year one spray onto basement floor take care problem product try well flea bomb set nothing else seem work stuff plus would definitely use ever need,1
positive,18/6/21,There is a LOT of popcorn in this bag.  We've had this without butter and it tastes great!  I've never had popcorn that tastes this good.  Great product!,lot popcorn bag without butter taste great never popcorn taste good great product,1
positive,7/7/21,"This popcorn has pretty fair flavor plain. I always add buttery oil and salt to it because I'm a fat-fat. I purchased this bag of popcorn 25 months ago and I still have about 4-5 pounds left. Next time I think I will get the 50 pound bag and I won't have to worry about buying popcorn for the rest of my life. You will save a ton of money by purchasing bulk bags of seeds and a popcorn popper. I highly recommend this product, along with the <a href=""http://www.amazon.com/gp/product/B00006IUWA"">Presto 04820 PopLite Hot Air Popper, White</a>, for all popcorn lovers.",popcorn pretty fair flavor plain always add buttery oil salt purchase bag popcorn month ago still pound left next time think get pound bag worry buy popcorn rest life save ton money purchase bulk bag seed popcorn popper highly recommend product along presto poplite hot air popper white popcorn lover,1
positive,27/7/21,"this popcorn is very good. its cheap, but it doesn't taste like it. very fluffy. this is the perfect popcorn for people who don't want to spend 6 bucks on 3 bags of popcorn.",popcorn good cheap taste like fluffy perfect popcorn people want spend buck bag popcorn,1
positive,13/7/21,"Some of my friends who I have offered these to say they taste like SOAP.<br /><br />And even I have to admit they have a very unusual taste, but that is what I love about them!<br /><br />AND they leave your breath smelling wonderful for a really long time afterwards.<br /><br />I first purchased these at World Market, but here I got them at less than half of what they sell them for each there.<br /><br />Live on the edge, try Violet candy today!<br /><br />I wish they also made them in Lavendar flavor too.",friend offer say taste like soap even admit unusual taste love leave breath smell wonderful really long time afterwards first purchase world market get less half sell live edge try violet candy today wish also make lavendar flavor,1
positive,13/9/21,This is another in a series of good Kashi cereals.  I have yet to have a bad one.,another series good kashi cereal yet bad one,1
positive,7/9/21,"We made this and it was light, easy to make and great with chips and vegetables.  I purchased 20 for neighbors and friends for the hollidays",make light easy make great chip vegetable purchase neighbor friend hollidays,1
positive,17/4/21,Item was perfect.  They have a very good sweet cinnamon taste and they were not too hot (I do not like spicy food) for me.  I received them quickly and would re-order again.  These are my favorite candies and it is very hard to locate in stores now.,item perfect good sweet cinnamon taste hot like spicy food receive quickly would favorite candy hard locate store,1
positive,10/3/21,"I purchased this on a whim after eating a butternut squash pasta dish at a very nice restaurant. I am  VERY leery of canned/jarred pasta sauce and almost always prefer to just make my own from scratch. However, this sauce is just divine! It has a very robust taste and is pleasantly sweet. I paired it with cheese ravioli and it was just perfect. I think that it would be great with just about any pasta. It is a pleasant change from a tomato based sauce and is very satisfying. I highly recommend!",purchase whim eat butternut squash pasta dish nice restaurant leery pasta sauce almost always prefer make scratch however sauce divine robust taste pleasantly sweet paired cheese ravioli perfect think would great pasta pleasant change tomato base sauce satisfy highly recommend,1
positive,17/4/21,I've tried many types of chocolate drinks since I don't drink milk. This one along with Trader Joe's chocolate soymilk are my favorites. Would give 5 stars except that it's pretty expensive.,try many type chocolate drink since drink milk one along trader joe chocolate soymilk favorite would give star except pretty expensive,1
positive,21/1/21,"A friend of mine has suggested ""Leilalove French Macaron"" to me. It is realllllly awesome. If you are a ""Cookie Lover"" it worth testing. Plus, beautiful package and on time delivery.",friend mine suggest leilalove french macaron realllllly awesome cookie lover worth test plus beautiful package time delivery,1
positive,30/1/21,"I first purchased this product at BJ's wholesale club. This is the best flavored carbonated water I've ever had. Like other reviewers, BJ's discontinued in favor of another product, what a mistake! I wrote to Talking Rain and their new president requesting this product have an online outlet...and it seems they delivered. Yes, it is more expensive, but with super saver shipping and subscription service (15%) savings, I'm in for a few cases each month. Try it, you will love it.",first purchase product bj wholesale club best flavor carbonated water ever like reviewer bj discontinue favor another product mistake write talk rain new president request product online outlet seem deliver yes expensive super saver ship subscription service saving case month try love,1
positive,13/2/21,"I purchased this on a whim based on a co-worker's comment about how much they like this brand.  It's not the best value at $1.25 each on subscribe & save but I was interested enough to give it a shot.  I'm glad I did!  All three flavors were great and each time I picked one up I was saying, ""This is definitely my favorite flavor"" but then I'd say the same on the next one and let's just call it a vicious circle!<br /><br />I did want to point out, and why I deducted 1 star, the picture of the product listed shows ""Pomegranate Berry, Orange Mango and Black Raspberry"".  However, the package that was received had Lemon Lime in place of Pomegranate Berry.  While it was a great flavor, I was looking forward to trying the Pomegranate Berry.  I'm hoping maybe my next shipment is what is shown on the picture.",purchase whim base comment much like brand best value subscribe save interested enough give shot glad three flavor great time pick one say definitely favorite flavor would say next one let us call vicious circle want point deduct star picture product list show pomegranate berry orange mango black raspberry however package receive lemon lime place pomegranate berry great flavor look forward try pomegranate berry hop maybe next shipment show picture,1
positive,15/1/21,"I liked the taste of these cookies and they reminded me of my childhood.<br /><br />However, these are packaged different.  They are sealed in a plastic wrapper, not the wax type paper from a long time ago.  I am guessing that this keeps the graham crackers fresh tasting for a long time.<br /><br />They were crispy and had a decent taste.  My only complaint was that several of the packages were damaged and the crackers were crumbs.",like taste cooky remind childhood however package different seal plastic wrapper wax type paper long time ago guess keep graham cracker fresh taste long time crispy decent taste complaint several package damage cracker crumb,1
positive,6/3/21,"These graham crackers are a lot better tasting than the organic graham crackers that I have tried. And compared to other brands (generic) I much prefer the crunchy sweetness of Honey Maid. The graham crackers taste so fresh and are the best for dunking in milk or tea. I love these as an alternative to cookies. Fortunately, the packaging ensures that the last graham cracker is as good and crispy as the first one. The portable and palatable treats are great for kids or anyone on the go (and for making perfectly shaped s'mores).",graham cracker lot good taste organic graham cracker try compare brand generic much prefer crunchy sweetness honey maid graham cracker taste fresh best dunk milk tea love alternative cooky fortunately package ensures last graham cracker good crispy first one portable palatable treat great kid anyone go make perfectly shape,1
positive,8/6/21,"As far as cookies go, this isn't going to ruin your diet (much) and it's pretty tasty too!  Three cookies, and they aren't tiny cookies either, are 140 calories.  There are 2g of both fiber & protein.  They aren't too sweet, which is great for me.  These are called ""cookies"" but they seem more like crackers.  They are kind of dry, which I don't mind, but the blueberries make them a little chewy.  The ingredients DO NOT list sulfur dioxide (a color preservative for many dried fruits).  Yay!  Sulfur gives me hives anyway.<br /><br />As of right now, these are $18.22 per package for 4 packages of 10 servings each.  I'm hoping these become subscribe & save items.  These are good & I will probably get them again.",far cooky go go ruin diet much pretty tasty three cooky tiny cooky either calorie fiber protein sweet great call cooky seem like cracker kind dry mind blueberry make little chewy ingredient list sulfur dioxide color preservative many dry fruit yay sulfur give hive anyway right per package package serving hop become subscribe save item good probably get,1
positive,7/1/21,"Newtons Fruit Thins are quite delicious.  As soon as you bite into one of these crispy cookies, you can taste the real blueberries, right down to a few seeds, but I did not specifically notice the brown sugar flavor. They are just the right thickness to be crispy, not hard.  The package contains a plastic tray with 2 rows of cookies, 15 cookies in each row. Very enjoyable!",newton fruit thin quite delicious soon bite one crispy cooky taste real blueberry right seed specifically notice brown sugar flavor right thickness crispy hard package contain plastic tray row cooky cooky row enjoyable,1
positive,17/4/21,"These cookies were unexpectedly tasty and crispy given the fact that there was no hydrogenated fat in them. I always look at the list of ingredients for the word, ""hydrogenated"" even when the label says ""no trans fat.""<br /><br />They're not too sweet, with a slight taste of blueberry and brown sugar. I agree with other reviewers that they have an addictive quality to them, and with only 140 calories for three cookies (about 47 calories per cookie), one could get into trouble by overindulging. My husband and I really liked these, however.<br /><br />These would be perfect for dunking in milk or crumbling over ice cream. Enjoy!",cooky unexpectedly tasty crispy give fact hydrogenate fat always look list ingredient word hydrogenate even label say trans fat sweet slight taste blueberry brown sugar agree reviewer addictive quality calorie three cooky calorie per cookie one could get trouble overindulge husband really liked however would perfect dunk milk crumble ice cream enjoy,1
positive,10/3/21,"These cookies aren't like the traditional Fig Newtons/Fruit Newtonss I have bought in the past.  They look more like a thin cracker.  The cookies are also crunchy like a cracker, but definitely not as dry.  They are sweet but not too sweet, and very blueberry.  They remind me of the very top of a blueberry muffin, which is a good thing!  I'll definitely buy more of these for my family.",cooky like traditional fig newton buy past look like thin cracker cooky also crunchy like cracker definitely dry sweet sweet blueberry remind top blueberry muffin good thing definitely buy family,1
positive,14/1/21,"It's incredibly tasty.  I'd recommend that any hot/spice lover give it a try.  I'll attempt to give an objective description, but well, it's a spice.  You'll really have to taste it yourself.<br /><br />Hotness: mild or roughly like <a href=""http://www.amazon.com/gp/product/B0004LZSYS"">TABASCO brand Pepper Sauce - Original Red 12 oz.</a><br /><br />Saltyness: none!  It's just pepper.<br /><br />Absorption: v.high, v.finely ground; unable to observe any small flecks after cooking into my standard spice test: <a href=""http://www.amazon.com/gp/product/B004SIZK5K"">Top Ramen Variety Pack 48ct (24-3oz Beef-24-3oz Chicken)</a><br /><br />It has a very clean smooth taste, almost like adding pure ""hotness"" to food without the smoky overtone of Tobasco, the roughness of black pepper, or the cumin of chili sauces.  It has a very slight ""cling"" or ""linger""; ie. as with habanero peppers, where the more you eat, the hotter it gets.<br /><br />One or two sips of water will wash it clean.  I haven't tried it with mixed spiced and milder dishes, but due to how easy it is to sip the hotness away, it should work very well there.",incredibly tasty would recommend lover give try attempt give objective description well spice really taste hotness mild roughly like tabasco brand pepper sauce original red oz saltyness none pepper absorption ground unable observe small fleck cook standard spice test top ramen variety pack chicken clean smooth taste almost like add pure hotness food without smoky overtone tobasco roughness black pepper cumin chili sauce slight cling linger ie habanero pepper eat hot get one two sip water wash clean try mixed spice milder dish due easy sip hotness away work well,1
positive,24/5/21,"I like this flavor, but it kind of reminds me a Jello Pudding Bites and those things are just nasty. I mostly use this one for 'recipes' to create new flavors.",like flavor kind remind jello pudding bite thing nasty mostly use one create new flavor,1
positive,14/10/21,"I encountered this snack in a vending machine, liked it, and bought a case for travel.  I think it is very tasty stuff, and reasonably healthy, especially compared with other packaged snacks.",encounter snack vend machine like bought case travel think tasty stuff reasonably healthy especially compare package snack,1
negative,7/2/21,"The flavor of the two does not taste lie strawberries and vanilla in my opinion. For being naturally flavored they do have a ""manufactured"" taste. I tried one of each before giving the rest away......",flavor two taste lie strawberry vanilla opinion naturally flavor manufacture taste try one give rest away,0
positive,29/3/21,"I have loved ultra thin pretzel sticks since Mr. Salty used to sell them.  Then for decades I never saw an other ultra thin pretzel sticks and didn't even know if any were available anywhere.  Then I saw them at a local department store and was ecstatic.  But then, after going twice, they discontinued them - these are the ones that were at the department store.  I was disappointed but decided to give Amazon.com a shot and see if I could find them here.  And I did!  They even have a subscription plan where you can get a case every month, 3 months, or 6 months and the price for a case is reasonable (especially if you go with the subscription at which time your shipping is always free - just buying a case costs WAY too much with shipping).  I wasn't too thrilled with the idea of having to have a subscription just for free shipping but you can cancel at any time.  And I found that having a case on hand is nice and so we're getting them every 6 months - that gives us time to eat what we want, share with our grown kids and grandkids and still give us time in between orders to not get sick of them.  It's great - I highly recommend these - especially if you love ultra-thin pretzel sticks like I do.",love ultra thin pretzel stick since salty use sell decade never saw ultra thin pretzel stick even know available anywhere saw local department store ecstatic go twice discontinue one department store disappoint decide give shot see could find even subscription plan get case every month month month price case reasonable especially go subscription time ship always free buying case cost way much shipping thrill idea subscription free ship cancel time find case hand nice get every month give us time eat want share grown kid grandkids still give us time order get sick great highly recommend especially love pretzel stick like,1
negative,17/4/21,"I was very disappointed.  I love good cider, having grown up and gone to the mill each year.  I like most grocery store cider as well.  This stuff was really bad, tasted to me like raw chemicals.  Went through 4 or 5 people who spit it out directly.  Not my machine, they liked the tea and coffee and even ran hot water between to see if that was it.",disappoint love good cider grow go mill year like grocery store cider well stuff really bad taste like raw chemical go people spit directly machine like tea coffee even run hot water see,0
negative,10/3/21,Not nearly as good tasting as the other kcup ciders I've had. My girlfriend hated it too. They are going to find the garbage can.,nearly good taste kcup cider girlfriend hat go find garbage,0
positive,10/7/21,"These k-cups are a quick and tasty way to make a hot cup of cider. I have tried several brands of k-cup cider and this is by far the best, the caramel flavor is also very good.",quick tasty way make hot cup cider try several brand cider far best caramel flavor also good,1
positive,27/1/21,Taste much better than the regular Apple Cider.  I look forward to drinking a cup at night after work.  Smells great too!,taste much well regular apple cider look forward drink cup night work smell great,1
negative,1/6/21,"I usually purchase the Green Mountain Naturals Apple Cider.  I found this product was much cheaper and I would try it.  From now on, I will spend the extra for a taste I enjoy.  This went down the sink!",usually purchase green mountain natural apple cider find product much cheap would try spend extra taste enjoy go sink,0
positive,20/8/21,"I had this tea first a few years ago on vacation. I had it again on my vacation last week and fell in love with it again. As soon as I got back home, I ordered a box and love it. This tea is sweet and delicious. A definite buy for parents and even their kids.",tea first year ago vacation vacation last week fell love soon get back home order box love tea sweet delicious definite buy parent even kid,1
positive,14/8/21,"My family loves Ginger Chews. Great for motion sickness, generalized upset stomachs and to just freshen up ones breath. We have been buying ginger chews for over 6 years now! Absolutely a great multi-purpose product with a bonus: tastes great!",family love ginger chew great motion sickness generalize upset stomach freshen one breath buy ginger chew year absolutely great product bonus taste great,1
positive,21/4/21,I haven't tried other crystallized ginger to compare but I have a hard time not sneaking a piece here & there til the can is mostly empty.  I expected more of a dried product but this is delightful.,try crystallized ginger compare hard time sneak piece til mostly empty expect dried product delightful,1
positive,1/4/21,"We take in enough pollutants in food and drink, even bottled water, to take at least one step in the right direction, and that's drinking the purest water on earth - Hawaii Water. Not only is this purest water a terrific internal cleanser, it tastes wonderful. Everyone I know who has tried it loves it. I didn't drink much water before my son turned me on to this; now it replaces juices, sodas, and other bottled waters.",take enough pollutant food drink even bottled water take least one step right direction drink pure water earth hawaii water purest water terrific internal cleanser taste wonderful everyone know try love drink much water son turn replaces juice sodas bottled water,1
positive,17/4/21,Excellent service - 1 week before Christmas and ON TIME! Best mixed nuts - bar NONE.,excellent service week christmas time best mixed nut bar none,1
positive,10/3/21,Excellent breakfast alternative and meets low sugar expectation.  Not sure why this product is not widely available in stores.,excellent breakfast alternative meet low sugar expectation sure product widely available store,1
positive,22/4/21,I love these chips.  I no longer crave regular potato chips!!  They are so tasty and crunchy!! Alot of salt tho!!,love chip long crave regular potato chip tasty crunchy alot salt though,1
positive,25/4/21,My son likes this pretty well and I like that it introduces some flavors not found in typical baby foods. High quality.,son like pretty well like introduces flavor find typical baby food high quality,1
positive,1/4/21,"I liked this bar.  It had a good balance of flavor and wasn't overly sweet.  I would have preferred that there was a bit more protein in it, but it works as a ""snack"" bar.",liked bar good balance flavor overly sweet would prefer bit protein work snack bar,1
negative,30/6/21,"I love chai and the price was right so I bought this thinking, ""how different could it be from the Celestial Seasonings spiced chai I bought recently?""  Big difference, this tea has no flavor.",love chai price right buy think different could celestial seasoning spice chai buy recently big difference tea flavor,0
positive,1/3/21,This stuff is so good I can't understand why our stores in the Wash metro area stopped carrying it.  I use it for marinade for fish and chicken.  The finished product tastes like a professional chef cooked the food.  I will always have at least 2 bottles in the house.,stuff good understand store wash metro area stop carry use marinade fish chicken finish product taste like professional chef cook food always least bottle house,1
positive,29/1/21,"I bought this product due to my obsession with Malai Kofta, and also the high reviews.  I was not disappointed.  There is great flavor in the product and it filled me up for dinner.  The potato dumpling/balls were a little hard but I had boiled the pouch, so maybe next time I will pour the whole packet out and heat it up that way.  Highly recommended, it is the next best thing when you are too lazy to head to the Indian restaurant 20 miles away!",bought product due obsession malai kofta also high review disappoint great flavor product fill dinner potato little hard boil pouch maybe next time pour whole packet heat way highly recommend next best thing lazy head indian restaurant mile away,1
positive,17/4/21,"This assisted ""home made"" sauce is much fresher and more tasty than premade sauces.  It has some ""Zip"" to it!",assist home make sauce much fresh tasty premade sauce zip,1
positive,10/3/21,Most stores don't carry product but is the best and easy to fix spaghetti on the planet you can buy.,store carry product best easy fix spaghetti planet buy,1
positive,30/5/21,I first bought this in Mallorca and brought it back to the states.<br />Fantastic salt on fresh tomatoes from the garden couples with balsamic and great spanich olive oil...can't miss,first buy mallorca bring back state fantastic salt fresh tomato garden couple balsamic great spanich olive oil miss,1
positive,28/9/21,"We thoroughly enjoyed the taste of this rice. The grains were long and smelt excellent. On top, this is organically grown rice so free from chemicals and pesticides. Will buy this rice again :)",thoroughly enjoy taste rice grain long smelt excellent top organically grown rice free chemical pesticide buy rice,1
positive,6/5/21,"These instant potato flakes taste great and do not contain sulfites like many commercial brands.  I do wish they included some simple instructions on the bag.  We used the instructions from Bob's Red Mill potato flakes (now discontinued).  For 2 servings:  heat 3/4C of water to boiling, add 1T butter or margarine and 1/4tsp of salt.  Remove from heat and add 1/4C cold milk or soymilk.  Add approximately 2/3C of potato flakes (more or less depending on how stiff you like them).  Stir gently and fluff with a fork.  Do not whip.",instant potato flake taste great contain sulfites like many commercial brand wish include simple instruction bag use instruction bob red mill potato flake discontinue serving heat water boil add butter margarine salt remove heat add cold milk soymilk add approximately potato flake less depend stiff like stir gently fluff fork whip,1
positive,20/4/21,"The product arrived just as advertised, two 24 ounce containers of McCormick taco seasoning. It was well-packaged and sealed upon arrival. It was spicier than I thought it would be, but still exactly what I wanted. I eat eggs every morning for breakfast and top it with this seasoning. Talk about a wake up!",product arrive advertised two ounce container mccormick taco seasoning seal upon arrival spicier thought would still exactly want eat egg every morning breakfast top season talk wake,1
positive,20/4/21,We like our coffee fresh and strong and this product fills the bill. Delivered fresh and full flavored.,like coffee fresh strong product fill bill deliver fresh full flavor,1
negative,21/4/21,"We didn't like the taste of this sort.<br />We are from Europe, American style coffee isn't what we like.<br /><br />After this we tried ""Coffee Bean Direct Brazilian Santos, Whole Bean Coffee, 5-Pound Bag"", this was much better.",like taste sort europe american style coffee like tried coffee bean direct brazilian santos whole bean coffee bag much well,0
negative,2/5/21,"I'm utterly baffled by the positive reviews for this product.<br /><br />Now I've been using Stevia for the past year to sweeten my coffee. I have no issue with the Stevia.<br /><br />I used to drink a lot of soda, and then a few years back, a lot of diet soda. Since then, I've been able to give up soda altogether. But my Dad who is diabetic, is absolutely obsessed with diet coke. I've been trying to get him to lessen his diet coke intake (which is 1-2 a day) but he just waves me off. So I did some research, read the reviews, and bought 2 packs of the cola and lemon flavor each. I tried both to see how they tasted and was totally confused by this tasteless carbonated water. There was no taste! It literally just tasted like carbonated water with a vague hint of some flavor. I can't imagine anyone WANTING to drink this stuff, let alone rave about it.<br /><br />Did I get a bad batch? My Dad will never be able to transition from diet coke to this stuff, cause this stuff is truly awful.<br /><br />So disappointing. :(",utterly baffle positive review product use stevia past year sweeten coffee issue stevia use drink lot soda year back lot diet soda since able give soda altogether dad diabetic absolutely obsess diet coke try get lessen diet coke intake day wave research read review buy pack cola lemon flavor try see taste totally confused tasteless carbonate water taste literally taste like carbonated water vague hint flavor imagine anyone want drink stuff let alone rave get bad batch dad never able transition diet coke stuff stuff truly awful disappointing,0
positive,25/5/21,I drink this tea to relax and for stomach and digestive problems. It works every time. Very calming and a good all-around tea time.,drink tea relax stomach digestive problem work every time calm good tea time,1
positive,7/9/21,"I purchased this to send to my son who's away at college. It was delivered right to his dorm room with very fast shipping. He loved it so much he called me to thank me, and sadly, he hardly ever calls me anymore! If you want your kids to call home, and have some good snack to get them through midterms then send them this.",purchase send son away college deliver right dorm room fast ship love much call thank sadly hardly ever call anymore want kid call home good snack get midterm send,1
positive,25/5/21,"These are really tasty. Wish I could read Chinese to get an idea of the nutritional information, including sodium and calories.",really tasty wish could read chinese get idea nutritional information include sodium calorie,1
positive,22/5/21,"I started eating this after a recommendation by my hair stylist, who is into organic/healthy eating. I put 3 Tbsp on either my oatmeal or Ezekiel 4:9 cereal. It has a great nutty flavor. It is also loaded with nutrients.",start eat recommendation hair stylist eating put tbsp either oatmeal ezekiel cereal great nutty flavor also load nutrient,1
positive,19/7/21,This product is so perfect for flavored iced tea.  It is fantastic.  If you like flavored tea you'll love this added to your home brewed,product perfect flavor iced tea fantastic like flavored tea love add home brewed,1
