,Sentiment,Time,Text,review_length,clean_reviews,clean_review_length
3807,positive,2021-03-06,"If you need small amount, this bottle is enough for 4 to 5 pinches. Good quality. It sealed with a cork and clear plastic wrap on top. I generally use it for arroz caldo and some spanish dishes like paella.<br /><br />Product of Spain. 0.70 gm per bottle.  Around six bucks a bottle at the store.",296,need small amount bottle enough 4 5 pinches good quality sealed cork clear plastic wrap top generally arroz caldo spanish dishes like paella product spain 070 gm per bottle around six bucks bottle store,202
3808,positive,2021-09-27,These glazed walnuts are always fresh and Amazon has the best price on them.  I use them in a salad I make and they are always a hit.<br /><br />Joe,148,glazed walnuts always fresh amazon best price salad make always hit joe,71
3809,positive,2021-06-19,"This bone is VERY BIG. So for the price it is definitely a good deal. It will last over a year for my 2 big dogs (1 a Labrador, the other a golden retriever) even if they chew it every day.",189,bone big price definitely good deal last year 2 big dogs 1 labrador golden retriever even chew every day,104
3810,positive,2021-05-25,quality gum ball machine. I am very happy with it. solid glass and classic look. It is a christmas gift for my daughter and a great way to show her how to save money. plus she gets a little reward.,197,quality gum ball machine happy solid glass classic look christmas gift daughter great way show save money plus gets little reward,129
3811,negative,2021-07-09,I received this product and eagerly offered the dog the first biscuit out of the box.  She stepped back and walked away without hesitating.  I smelled the biscuit and it had a rancid peanut butter smell to it.  I checked the other 9 in the box and they all smelled the same...bad.  What a shame since we had purchased these previously and the dog enjoyed them.  I won't be purchasing anymore online and will stay with the local pet store for fresh treats.,455,received product eagerly offered dog first biscuit box stepped back walked away without hesitating smelled biscuit rancid peanut butter smell checked 9 box smelled samebad shame since purchased previously dog enjoyed purchasing anymore online stay local pet store fresh treats,276
3812,positive,2021-03-08,The tiny bubbles and flavor choice makes this an above average non-alcholic beverage.  Others tend to be more like soda pop.,124,tiny bubbles flavor choice makes average nonalcholic beverage others tend like soda pop,87
3813,positive,2021-05-09,"Its great to use as a base for homemade deodorant body powder. FYI, talc is poisonous and is the main ingredient in most body powders.",134,great base homemade deodorant body powder fyi talc poisonous main ingredient body powders,89
3814,positive,2021-05-25,"Thanks for the speedy shipping, got the products right on time. Very high quality Maple syrup, I will definitely buy Coombs brand Maple syrup from Amazon again.",160,thanks speedy shipping got products right time high quality maple syrup definitely buy coombs brand maple syrup amazon,118
3815,negative,2021-07-09,"I didn't like the Bob's Red Mill golden flax seed because it had too many pieces of stems and dark, discolored flax seeds in it.  I thought the price, compared to some other sellers, was too high.  I will not purchase this product again.",237,like bobs red mill golden flax seed many pieces stems dark discolored flax seeds thought price compared sellers high purchase product,133
3816,negative,2021-11-09,"I drink tea everyday and was excited to find such a great deal on this tea.  Regrettably, the only good part about this tea was the price.  The tea tastes somewhat bitter and earthy and not in a good way and is weak also.  I will not buy this again and will stick to PG Tips or Yorkshire Gold.",293,drink tea everyday excited find great deal tea regrettably good part tea price tea tastes somewhat bitter earthy good way weak also buy stick pg tips yorkshire gold,164
3817,positive,2021-07-13,I use it frequently and it is hard to find locally. It is great for baked goods.  I would this purchase again.,110,frequently hard find locally great baked goods would purchase,61
3818,positive,2021-07-22,"For those into nutritional suppliments, this is a good quality product at a fair price from our mid-western region.",115,nutritional suppliments good quality product fair price midwestern region,73
3819,positive,2021-06-22,"Quality fruit, great texture not a brick! on the top of my reorder list! Highly recommend to all who love a lite fruit cake",123,quality fruit great texture brick top reorder list highly recommend love lite fruit cake,88
3820,positive,2021-07-28,"The candy was fresh and well-packaged.  I divided into smaller ziploc bags to keep it from going stale (I have no idea how long it would take to go stale, but I wasn't taking any chances) and we ate it over the following months with no complaints.<br /><br />I just placed an order for another 5 lb bag.",303,candy fresh wellpackaged divided smaller ziploc bags keep going stale idea long would take go stale taking chances ate following months complaints placed order another 5 lb bag,176
3821,positive,2021-10-13,"I've used Fenugreek in the past to increase milk production when I was breast feeding. While I'm currently not breastfeeding, I decided to start taking it again. The reason - it makes your body odors smell like maple syrup! As weird as this may seem, I just wanted to be able to sweat and not smell like onions, and this did the job after taking it for one day. No side effects, other than it does seem to make your bust fuller, not drastically, hardly noticeable, but I can tell a slight difference. I gave it 5 stars since this particular brand seems to be pretty potent compared to what I used to take. I noticed the maple syrup smell after a few days with the old stuff, this worked after one day, and doesn't have a weird smell to it, making it easy for me to swallow.",773,used fenugreek past increase milk production breast feeding currently breastfeeding decided start taking reason makes body odors smell like maple syrup weird may seem wanted able sweat smell like onions job taking one day side effects seem make bust fuller drastically hardly noticeable tell slight difference gave 5 stars since particular brand seems pretty potent compared used take noticed maple syrup smell days old stuff worked one day weird smell making easy swallow,472
3822,positive,2021-02-19,"I don't normally use honey but I drink a fair amount of tea and wanted something healthier than white sugar or products like Splenda, etc.<br /><br />Just got two one pound jars of Really Raw Honey and I must say it's much nicer than what I'm used to at the local grocery store.<br /><br />It's packed in glass jars which is the proper way to pack honey (it can absorb things from plastics). Plus its totally unfiltered yet seems more sophisticated in both taste and texture than the super market stuff.<br /><br />It's a solid, so it's less messy than the liquid variety. I just made a cup of tea and dipped a spoon into the honey and it scoops easily up and melted into my tea right away,<br /><br />If you think honey is too cumbersome to use, reconsider. I can't honestly say this brand is better than others in its class but it is definitely nicer than the typical filtered, liquid, plastic squeeze container variety found in most super market brands.<br /><br />Addendum: April 2009 - my latest jars have been 2Lbs 10oz sizes. These have been packed in plastic, not glass jars unlike my 1lb jars were. If this is of concern to you, contact mfgr. to ask about glass jar options.<br /><br />EDIT: Feb 2010 - I should add that I buy direct from Really Raw. Their price includes shipping within the continental US - FYI",1321,normally honey drink fair amount tea wanted something healthier white sugar products like splenda etc got two one pound jars really raw honey must say much nicer used local grocery store packed glass jars proper way pack honey absorb things plastics plus totally unfiltered yet seems sophisticated taste texture super market stuff solid less messy liquid variety made cup tea dipped spoon honey scoops easily melted tea right away think honey cumbersome reconsider cannot honestly say brand better others class definitely nicer typical filtered liquid plastic squeeze container variety found super market brands addendum april 2009 latest jars 2lbs 10oz sizes packed plastic glass jars unlike 1lb jars concern contact mfgr ask glass jar options edit feb 2010 add buy direct really raw price includes shipping within continental us fyi,834
3823,positive,2020-12-14,"I wanted to learn how to use gluten in making wheat bread, and chose this brand because of the positive reviews I read on Amazon.  The quality is good and seems to work well.<br /><br />I would have loved it if this product came with some recipes and tips.",256,wanted learn gluten making wheat bread chose brand positive reviews read amazon quality good seems work well would loved product came recipes tips,146
3824,positive,2020-12-14,"Packaged well. Healthy on arrival and have held up a month later. KL Design provided great support. Shipped quickly. Great communication and when they realized a mistake was made for the cost of shipping, KL corrected the issue before I even realized there was a mistake. I would definitely buy from them again.",311,packaged well healthy arrival held month later kl design provided great support shipped quickly great communication realized mistake made cost shipping kl corrected issue even realized mistake would definitely buy,213
3825,positive,2021-02-19,These were as I remember them. Totally yummy.  They came quickly. They were well packaged with mylar bubble wrap and a small ice pack to keep them fresh.. Ordering anything from this shop is safe and worry free. Thank you.,222,remember totally yummy came quickly well packaged mylar bubble wrap small ice pack keep fresh ordering anything shop safe worry free thank,138
3826,positive,2021-10-01,"Had a box of their garlic sticks, and really enjoyed the quality and satisfying feeling from eating them.<br />Wanted to try a new flavor, and the sesame is quite addicting!! Only 2 Weight Watchers points for 4 incredible sticks. These are made in Italy.<br />Expect many of the breadsticks to be broken, but don't let this stop you from trying this premium brand!",364,box garlic sticks really enjoyed quality satisfying feeling eating wanted try new flavor sesame quite addicting 2 weight watchers points 4 incredible sticks made italy expect many breadsticks broken let stop trying premium brand,228
3827,negative,2021-03-26,"These are not the York Peppermint Patties that I am accustomed to. They are very noticeably made of lower quality ingredients. After I took a single bite I could tell something was wrong, so I checked the packaging and sure enough these are manufactured in Mexico (I saw on another variety here on Amazon that people were complaining about the quality of the 'Made in Mexico' York Peppermint Patties). This product is a waste of money.",435,york peppermint patties accustomed noticeably made lower quality ingredients took single bite could tell something wrong checked packaging sure enough manufactured mexico saw another variety amazon people complaining quality made mexico york peppermint patties product waste money,280
3828,positive,2021-03-24,"THIS IS A GREAT BARGAIN.  THE BEANS ARE ALL TERRIFIC AND LOOK VERY FRESH AND CLEAN.  I WOULD HAVE GIVEN IT FIVE STARS IF ONLY IT WERE EASIER TO STORE LOL.  ITS KIND OF A BULKY HEAVY BAG, BUT HEY, ITS STILL GREAT AND I HAVE NOT HAD A SINGLE BATCH FAIL ME.  I WILL ORDER THIS ITEM AGAIN FOR SURE.",294,great bargain beans terrific look fresh clean would given five stars easier store lol kind bulky heavy bag hey still great single batch fail order item sure,156
3829,positive,2021-02-24,Love this product. Highly recommended. This is now our 5th bottle. This is concentrate so it lasts a while. We mix with water or ice tea.,137,love product highly recommended 5th bottle concentrate lasts mix water ice tea,78
3830,positive,2021-02-19,"Very happy with these beans - they're very fresh, very fragrant, and arrived quickly.<br /><br />I used the whole package to make a gigantic batch of vanilla extract to give as Christmas gifts:  I split all the beans lengthwise, and added them to a 750 mL bottle of vodka, shaking about once per week for several months.  To package, I strain the extract through a goldtone coffee filter into a gift-sized bottle, and add a section of vanilla bean to the bottle.  The flavor is excellent, and much cheaper than buying vanilla extract at the store.<br /><br />Also, I put any leftover pieces of vanilla bean into my sugar canister (leave them out to dry first!) for yummy vanilla sugar.<br /><br />Highly recommended.",716,happy beans fresh fragrant arrived quickly used whole package make gigantic batch vanilla extract give christmas gifts split beans lengthwise added 750 ml bottle vodka shaking per week several months package strain extract goldtone coffee filter giftsized bottle add section vanilla bean bottle flavor excellent much cheaper buying vanilla extract store also put leftover pieces vanilla bean sugar canister leave dry first yummy vanilla sugar highly recommended,461
3831,negative,2020-12-14,"This is the second time I have ordered this product. The first time I thought it was very good. This time,however, it tastes as though it has been watered down. The consistency is thinner and the taste is weaker. I will not purchase this again.",244,second time ordered product first time thought good timehowever tastes though watered consistency thinner taste weaker purchase,127
3832,negative,2021-10-19,"I carefully read all the reviews on this Item before ordering! I must say, there are not that many real Tea drinkers writing reviews for this particular Item. Sure, if you are a Lipton dipper, this is a great tea. But if you know what a quality tea should offer, you would not have given this product more than 2-Stars.<br />The Aroma when first open the bag, is quiet decent, but when the tea is Brewed, the flavor is a disaster. It is basically a lipton like flavor. The color, is also unlike a good quality Earl-gray! Which it should have an amber color, that can be anywhere from light, to deep end of the spectrum, depending if the tea is a Single Body, or need to be mixed with another tea for potentiation of Color.<br /><br />At last, the tea leaves are not uniformly sized, which basically means this tea is probably a mixture of low quality teas, just flavored as Earl-Gray!<br /><br />Coffee Bean direct should consider offering a better tea, for a few more $$$!!! At least 2Lb of tea would be worth Brewing!",1019,carefully read reviews item ordering must say many real tea drinkers writing reviews particular item sure lipton dipper great tea know quality tea offer would given product 2stars aroma first open bag quiet decent tea brewed flavor disaster basically lipton like flavor color also unlike good quality earlgray amber color anywhere light deep end spectrum depending tea single body need mixed another tea potentiation color last tea leaves uniformly sized basically means tea probably mixture low quality teas flavored earlgray coffee bean direct consider offering better tea least 2lb tea would worth brewing,608
3833,positive,2021-05-18,Comes vacuum packed in a foil package (inside wooden box).  Flavor is excellent and really couldn't be better.,110,comes vacuum packed foil package inside wooden box flavor excellent really could better,87
3834,positive,2021-02-19,"Fine quality, but expensive.  You can find the same amount for 1/3 price at places like Trader Joe's.",101,fine quality expensive find amount 13 price places like trader joes,67
3835,negative,2020-12-14,"I didn't purchase this from Amazon although I was about to since the 12 pack is so much cheaper than buying individual bags at the grocery store. So I thought I'd try a couple of bags to see how I liked them. The first bag was wonderful - plump, sweet, juicy pieces of ginger. Nicely sweetened with a good, hot ginger hit. The second bag was awful - mushy ginger and some pieces with strange unnatural textures. And the ginger was way too hot in that second bag.<br /><br />Not sure what's going on. But I also tried a couple of bags of the Reed's and liked their ginger much, much better. And the quality was consistent.",621,purchase amazon although since 12 pack much cheaper buying individual bags grocery store thought would try couple bags see liked first bag wonderful plump sweet juicy pieces ginger nicely sweetened good hot ginger hit second bag awful mushy ginger pieces strange unnatural textures ginger way hot second bag sure going also tried couple bags reeds liked ginger much much better quality consistent,396
3836,positive,2021-01-06,"I have enjoyed many PR's up to 30-40 dollars a pound and have a very good sense of quality. This is about an 18 month as stated. It is on the mild side which is quite special in itself. It has a fresh wonderful buttery taste of a fresh PR. There is individual merit for the various ages up to 36 months. I personally do not like the 36 months variety.<br /><br />This is a bargain and to be well appreciated.<br /><br />Pay the next day during the hot months.<br /><br />Mt second order 2 weeks later was not fresh, dried out not the young freshness and tenderness of a 18 month - did not taste good. Why!?<br /><br />We really like these cheese. The third shipment was perfect.",678,enjoyed many prs 3040 dollars pound good sense quality 18 month stated mild side quite special fresh wonderful buttery taste fresh pr individual merit various ages 36 months personally like 36 months variety bargain well appreciated pay next day hot months mt second order 2 weeks later fresh dried young freshness tenderness 18 month taste good really like cheese third shipment perfect,387
3837,positive,2021-01-04,"Hi,<br /><br />Bought these for my parents and I am glad that I made right choice. Parents as well as myself I eat them regularly. I eat my whey protein powder in milk before I mix these cereals. My father has diabetes but he has no complaints.",244,hi bought parents glad made right choice parents well eat regularly eat whey protein powder milk mix cereals father diabetes complaints,135
3838,positive,2021-04-15,"I ordered these to make sachets for baby shower favors. I added my own sage and lavender colored ribbon after filing them with lavender (from the same supplier). They look like I spent a fortune on them but I didn't! I have left-overs which I plan on using for gifts, tea bags, and also to make oil infusions with. I'm quite pleased with them!",343,ordered make sachets baby shower favors added sage lavender colored ribbon filing lavender supplier look like spent fortune leftovers plan using gifts tea bags also make oil infusions quite pleased,197
3839,positive,2021-05-19,"these are excellent quality bags (heavy, tight weave)--minimal, if any, floaties. (i use them, primarily, for tea.) ...if you decide to purchase them, you won't be disappointed.",177,excellent quality bags heavy tight weaveminimal floaties primarily tea decide purchase disappointed,99
3840,positive,2021-02-19,I've purchased cheaper bags since buying these which work well.  These are thicker and cheaper here than at a pet store.,120,purchased cheaper bags since buying work well thicker cheaper pet store,71
3841,positive,2020-12-14,I shared this with my daughter and her family.  We enjoy the smooth mellow taste. Good hot or cold.  We enjoy high quality speciality loose teas and this is equal to Tevanas.,174,shared daughter family enjoy smooth mellow taste good hot cold enjoy high quality speciality loose teas equal tevanas,117
3842,positive,2021-07-28,"I love this canola oil. Organic canola is hard to find and this is pricey, but it's worth it to me. I'll be ordering again, soon.",129,love canola oil organic canola hard find pricey worth ordering soon,67
3843,positive,2021-06-29,"These rice cakes (and this brand) are the best in every regard---they're friendly to the environment; they're great for those of us who are allergic to wheat; they have a wonderful, substantive texture, and taste really good.  I'll be a repeat customer for a long time.",269,rice cakes brand best every regardthey friendly environment great us allergic wheat wonderful substantive texture taste really good repeat customer long time,157
3844,positive,2021-10-15,This is one of the very few flavors my cat will eat. She digests it well and seems to enjoy it.,95,one flavors cat eat digests well seems enjoy,44
3845,positive,2021-07-20,"This purchased was well package, arrived undamaged and in a timely manner. The product was the best solid white albacore tuna I have ever had. It was much better than the name brands in my local markets. I have already placed a second order. I highly recommend this product.",274,purchased well package arrived undamaged timely manner product best solid white albacore tuna ever much better name brands local markets already placed second order highly recommend product,189
3846,positive,2021-12-10,"I ordered several products from Superior Nut Company including these Milk Chocolate Covered gummy bears. I was skeptical ordering something like chocolate over the mail but they arrived unscathed and very fresh. I do alot of baking and I will definitely be buying from this seller again. Fair prices, excellent product.",319,ordered several products superior nut company including milk chocolate covered gummy bears skeptical ordering something like chocolate mail arrived unscathed fresh alot baking definitely buying seller fair prices excellent product,230
3847,positive,2021-02-19,"I compared so many different dog food brands before I settled on Blue Buffalo.  I used to feed my swiss mountain dogs Holistic anchovy until they changed the recipe to include pork and chicken meal (presumably to save $$).  Blue buffalo has none of that in it and it gets delivered to my front door in two days with Amazon prime.  Call me a nut but I always taste the food I feed my dogs so I can get a real idea of what I am feeding them, because lets be honest most of our dogs would eat anything that you put in front of them.  Lets just say that Blue Buffalo had a lot more of an authentic fish and oatmeal taste and texture than Holistic or Eagle Pack did.  I also add a little pro-biotic to their food to help with digestion.  I will be buying Blue Buffalo in the future for my boys.",789,compared many different dog food brands settled blue buffalo used feed swiss mountain dogs holistic anchovy changed recipe include pork chicken meal presumably save blue buffalo none gets delivered front door two days amazon prime call nut always taste food feed dogs get real idea feeding let us honest dogs would eat anything put front let us say blue buffalo lot authentic fish oatmeal taste texture holistic eagle pack also add little probiotic food help digestion buying blue buffalo future boys,500
3848,positive,2020-12-14,"We sent this basket to my mother in law for Mother's Day and she loved it.  I was worried because she will definitely let us know if she doesn't like something and she really raved about this.  I didn't see the basket in person, but she said the items in it were all very nice.  She was most excited about a package of soap petals that was included.  She said they looked just like dried flowers, but you use one petal at a time as soap.  She'll be using those in her guest bathroom.  The food items were all really good quality and there was a really nice picture frame in the box too.  She also raved about the box itself and plans on using it on it's own.<br /><br />This is the 3rd Art of Appreciation gift basket I've sent as gifts and I always get good responses, so I'd feel confident about sending this as a gift.",821,sent basket mother law mothers day loved worried definitely let us know like something really raved see basket person said items nice excited package soap petals included said looked like dried flowers one petal time soap using guest bathroom food items really good quality really nice picture frame box also raved box plans using 3rd art appreciation gift basket sent gifts always get good responses would feel confident sending gift,434
3849,positive,2021-02-07,This white rice flour is fine instead of coarse like some.  Great for baked goods. My gluten free sugar cookies and shortbread cookies turn out excellent.,154,white rice flour fine instead coarse like great baked goods gluten free sugar cookies shortbread cookies turn excellent,119
3850,positive,2021-11-03,"Fast delivery and excellent quality.  You can use the cinnamon in traditional recipes, on cereal, vebetables, etc.  It naturally has a somewhat sweet taste to it.",162,fast delivery excellent quality cinnamon traditional recipes cereal vebetables etc naturally somewhat sweet taste,113
3851,negative,2021-10-04,"After being pleased with my first order of these rawhides, I set up a recurring order for them. We received a box last week and were disappointed to find that the quality of these bones is not the same as the first order. The first order of bones contained rawhides that were tightly-rolled and long-lasting, but these have inner layers that are brittle and easily broken. One of our dogs actually cut her mouth or gums on the brittle shards--we didn't realize it until we saw blood on the bone itself. Amazon is refunding the purchase price. I may try one more time with this brand. If anyone has found a consistent quality brand at this kind of price, please let us know. Maybe my budget is the problem...",707,pleased first order rawhides set recurring order received box last week disappointed find quality bones first order first order bones contained rawhides tightlyrolled longlasting inner layers brittle easily broken one dogs actually cut mouth gums brittle shardswe realize saw blood bone amazon refunding purchase price may try one time brand anyone found consistent quality brand kind price please let us know maybe budget problem,430
3852,positive,2019-07-22,Package was received at expected time. More importantly the walnuts are fresh- of good size- and excellent flavor. No preservatives such as BHT which some other companies use.,175,package received expected time importantly walnuts fresh good size excellent flavor preservatives bht companies,111
3853,negative,2020-02-02,"I have bought vanilla beans for several years for making homemade ice cream.  I always buy from Amazon because the supermarket vanilla beans are usually old and expensive.  I just received my order of these and was very disappointed.  The beans were stiff, not pliable as a good vanilla bean should be.  They did not have an oily feel to them, which is another sign of quality and freshness.  Also, there were less of the seeds that you get from the inside of the bean, which is where most of the flavor comes from, compared to previous purchases I have made. Finally, they did not have a very strong vanilla aroma - no where near as strong as other vanilla beans that I have bought in the past.<br /><br />I just used beans from the last order I bought (well over a year ago) along with these vanilla beans that I just ordered.  The old ones were MUCH better in quality than these new ones despite being quite a bit older.  I always vacuum seal the beans after I use them to help keep their freshness, but the other vanilla beans are still well over a year older than these new ones and were far better in quality.",1115,bought vanilla beans several years making homemade ice cream always buy amazon supermarket vanilla beans usually old expensive received order disappointed beans stiff pliable good vanilla bean oily feel another sign quality freshness also less seeds get inside bean flavor comes compared previous purchases made finally strong vanilla aroma near strong vanilla beans bought past used beans last order bought well year ago along vanilla beans ordered old ones much better quality new ones despite quite bit older always vacuum seal beans help keep freshness vanilla beans still well year older new ones far better quality,620
3854,positive,2020-02-02,"i only write reviews when i get crappy product, crappy service, or excellent product and service.  these beans were moist and plump.  the smell is heavenly.  in fact, i placed the envelope they were mailed in into my lingerie drawer because throwing it away seemed to be a huge waste of fragrance.  i have placed the beans in vodka and bourbon, and altough it will be some time before i have vanilla extract, i am excited about the end result.  i couldn't believe how quickly the beans arrived---i've bought books that were shipped from a few states over that took 3 times as long to get here, and cost more to ship.  i will definitely order from this company again, and again, and again.",688,write reviews get crappy product crappy service excellent product service beans moist plump smell heavenly fact placed envelope mailed lingerie drawer throwing away seemed huge waste fragrance placed beans vodka bourbon altough time vanilla extract excited end result could believe quickly beans arrivedi bought books shipped states took 3 times long get cost ship definitely order company,389
3855,positive,2019-08-31,"I recently discovered freeze dried foods and these garlic bits are very nice. Yes, expensive but I mainly use them when I bake bread. These do taste like garlic and re-hydrate very well. Target carries a line of freeze dried herbs (cost a little cheaper and get little more) and I will compare those to these.",309,recently discovered freeze dried foods garlic bits nice yes expensive mainly bake bread taste like garlic rehydrate well target carries line freeze dried herbs cost little cheaper get little compare,198
3856,positive,2019-07-22,i loved these peanuts they were just so good all of them and they came just as advertised.,90,loved peanuts good came advertised,34
3857,positive,2020-12-01,"I am a tuna snob!  This tuna is close in quality to the best tuna I have had and works well for making large qauntities when the best tuna is cost prohibitive.  I mix with cannelini beans, olive oil (generous amount) and chopped red onions for a great meal with greens or bread or both!",286,tuna snob tuna close quality best tuna works well making large qauntities best tuna cost prohibitive mix cannelini beans olive oil generous amount chopped red onions great meal greens bread,189
3858,positive,2020-02-19,Good quality product.  I was having difficulty finding Hungarian Paprika in the local markets.  Amazon offered a wide variety of this product.  The multi-container offer was set at a good price.  I'm quite satisfied.  I would order it again.,241,good quality product difficulty finding hungarian paprika local markets amazon offered wide variety product multicontainer offer set good price quite satisfied would order,171
3859,positive,2019-11-27,"I haved use this and wow I never knew how good olive oil could taste. I was so used to Bertolli, I will never go back as long as I can find Zoe at such a good price.",165,haved wow never knew good olive oil could taste used bertolli never go back long find zoe good price,100
3860,positive,2019-12-12,"This gift package surprised me when it arrived.  The little cutting board was the perfect size for its intended use.  The food products were of very good quality and just the perfect portions for a great snack time. I was very happy to give this as a gift to a relative who has everything, but enjoys good food.  It arrived in quickly and in perfect condition.",360,gift package surprised arrived little cutting board perfect size intended food products good quality perfect portions great snack time happy give gift relative everything enjoys good food arrived quickly perfect condition,221
3861,positive,2020-09-26,"I use lots of bay leaves when cooking and find many brands lack the bright pungency that adds a special touch to a dish.  These have a nice bright green color. They flavor dishes quite nicely.  I was surprised to find that these were as good as those of Spice Islands, which I have tended to prefer over all other brands.",321,lots bay leaves cooking find many brands lack bright pungency adds special touch dish nice bright green color flavor dishes quite nicely surprised find good spice islands tended prefer brands,191
3862,positive,2019-07-22,"This is one of the best traditional pasta sauces around. Usually I would mix some oregano, some basil and some garlic powder to give my gravy some taste but this doesn't need any additional items. It's great just out of the jar!",228,one best traditional pasta sauces around usually would mix oregano basil garlic powder give gravy taste need additional items great jar,135
3863,negative,2020-02-02,"The fruit arrived in a timely fashion, but much of the fruit was not ripe, and quality was very poor.  Most of the fruit delivered was fruit easily obtainable at most grovery stores for a fraction of what was charged for this basket.  Don't waste your money!",258,fruit arrived timely fashion much fruit ripe quality poor fruit delivered fruit easily obtainable grovery stores fraction charged basket waste money,148
3864,positive,2020-05-23,"I really satisfied with this product. It does what it supposed to do in very effective way. If your baby has digestion problems, it's the natural and healthy way to solve it.",174,really satisfied product supposed effective way baby digestion problems natural healthy way solve,97
3865,positive,2020-11-22,This is very good quality foil.  I can't find a difference between this recycled and 100% virgin.,97,good quality foil cannot find difference recycled 100 virgin,60
3866,positive,2020-03-30,"Just ordered my 2nd bag from this company. Wish the bag wasn't so flimsy - I had to double bag it after opening- but other than that, excellent quality seeds and very prompt delivery.",183,ordered 2nd bag company wish bag flimsy double bag opening excellent quality seeds prompt delivery,98
3867,positive,2020-08-07,I bought this seed to make centerpieces for a safari-themed baby shower. I did a test run with one planter last week. They sprouted beautifully - and close to 100% germination. The grass is tall and healthy (within only 8 days).,228,bought seed make centerpieces safarithemed baby shower test run one planter last week sprouted beautifully close 100 germination grass tall healthy within 8 days,161
3868,positive,2020-04-01,I ordered this as pumpkin seems to be in very short supply this year.  I was unable to find it at any of my three local grocery stores.  The quality of this is excellent.,170,ordered pumpkin seems short supply year unable find three local grocery stores quality excellent,96
3869,negative,2021-01-30,"Our 15 pound dachshund absolutely loved this toy but in less than a week he had the face chewed off, the eyes chewed off, the tips of the ears chewed off and a hole in the tail, plus had removed both squeekers. I don't recommend this at all. I'm just going to keep buying the $2 toys that last the same amount of time.",318,15 pound dachshund absolutely loved toy less week face chewed eyes chewed tips ears chewed hole tail plus removed squeekers recommend going keep buying 2 toys last amount time,175
3870,positive,2020-02-11,They germinated! Seeds in an overall good condition. I got around 15 seedlings in about 4 weeks. I recommend this product,121,germinated seeds overall good condition got around 15 seedlings 4 weeks recommend product,89
3871,positive,2020-10-17,"I bought these for my brother in another state and accidentally had them shipped to me.  I am so glad that I did because then I had the opportunity to try them.  By the time I reordered some for him, they were out of stock.  They are in stock now, but will arrive after Christmas.  Great taste, quality. I have not found one bad one yet!",337,bought brother another state accidentally shipped glad opportunity try time reordered stock stock arrive christmas great taste quality found one bad one yet,156
3872,negative,2019-07-22,"I was looking forward to trying this bold coffee flavor which was supposed to have a sweet flavor.  However, although package arrived earlier than promised, the beans were old (dull, not glossy) without evidence of oil on them (which fresher beans would have).  Lacked powerful smell (if fresh, would have been strong when opened).  Consequently, this coffee tasted poor/watery after beans were ground and dripped.",414,looking forward trying bold coffee flavor supposed sweet flavor however although package arrived earlier promised beans old dull glossy without evidence oil fresher beans would lacked powerful smell fresh would strong opened consequently coffee tasted poorwatery beans ground dripped,283
3873,positive,2020-02-02,"THE TASSIMO MACHINE WITH IT'S DISC TECHNOLOGY, IS AN AMAZING PRODUCT.THE CONVENIENCE OF BEING ABLE TO SELECT SO MANY DIFFERENT HOT BEVERAGES IN ONE MACHINE IS BENEFICIAL TO OUR BUSINESS. OUR COMPANY USES THE TASSIMO IN OUR SHOWROOM, SO CUSTOMERS MAY ENJOY THE BEST QUALITY BEVERAGE, WHILE BROWSING OUR DISPLAYS. THUMBS UP!",322,tassimo machine disc technology amazing productthe convenience able select many different hot beverages one machine beneficial business company uses tassimo showroom customers may enjoy best quality beverage browsing displays thumbs,232
3874,positive,2020-04-10,"This is a really good deal on some high quality chia seeds. There really isn't much more to say, if you use chia seeds these are a great buy.",141,really good deal high quality chia seeds really much say chia seeds great buy,77
3875,negative,2020-01-04,"I bought this as a gift for my husband and it was disappointing.  The quality of the chocolate is very poor, closer to Hershey kisses than Dove or Godiva.  The bacon flavor was off, kind of bitter and more like bacon bits than actual bacon.  Overall, i wish i hadn't wasted $30 on 4 bars of sub-par chocolate. I know you want to try this for yourself because you think that everyone is being too picky, that's what i thought too, but don't!  Save your money and make your own chocolate bacon bar at home.",504,bought gift husband disappointing quality chocolate poor closer hershey kisses dove godiva bacon flavor kind bitter like bacon bits actual bacon overall wish wasted 30 4 bars subpar chocolate know want try think everyone picky thought save money make chocolate bacon bar home,275
3876,positive,2020-08-05,"This is a great buy and the quality is great. We add this to our coffee every day and have been very pleased with this. Yipee, you don't have to pay supermarket prices.",168,great buy quality great add coffee every day pleased yipee pay supermarket prices,81
3877,positive,2020-06-18,"I like these.  They are short enough to be cute, but stretch enough to cover everything vital. They are very comfortable and stretchy, not too tight.  They wash up nice without pilling and I have had no problem with the gold rear design peeling or coming off.",259,like short enough cute stretch enough cover everything vital comfortable stretchy tight wash nice without pilling problem gold rear design peeling coming,153
3878,positive,2020-08-20,"This dried pineapple is of very good quality. The pineapple pieces are of a good size and moist.<br />My 6 year old daughter loves them,and requests them for her school snack pack.",180,dried pineapple good quality pineapple pieces good size moist 6 year old daughter loves themand requests school snack pack,122
3879,negative,2021-01-06,"Sold by Amazon, the package arrived leaked with caps unsealed and easily opened. When used, the liquid ran out much faster than normal. Can't believe Amazon sold used products. Very unhappy!!!!!!!!",197,sold amazon package arrived leaked caps unsealed easily opened used liquid ran much faster normal cannot believe amazon sold used products unhappy,146
3880,positive,2021-04-07,The beans came well packaged and in time. We have never had a problem with these beans. They have always been good in quality.,126,beans came well packaged time never problem beans always good quality,69
