,sentiment,time,text,cleaned_text,Lowercase Count,Uppercase Count,Uppercase Words,Uppercase Ratio,Punc Count,num_digits,num_verbs,num_nouns,num_tokens_cleaned,num_tokens_raw,num_words_misspelled,polarity,subjectivity,num_pos_words,num_neg_words
1956,positive,5/9/21,"This is great tasting ketchup. I waited till I found one before introducing my kids ( ages 2 and 3) now I don't care what they eat ""red dip"" with. Hubby also said he liked it better than our regular ketchup.",great taste ketchup wait till find one introducing kid age care eat red dip hubby also say liked good regular ketchup,45,0,,0.0,5,1,4,11,21,48,1,0.9186,0.445385,1,0
77,positive,7/9/21,"I was very satisfied with my purchase of Nutiva hemp seeds. I ordered a 2-pack of them and it arrived fairly quickly. They taste great on their own, but I usually add them to protein shakes to enhance the amino acid profile, or sprinkle them on top of salads for added flavor and texture. My supply is almost gone so I'll definitely be ordering more.<br /><br />One of the reviews said there were still shells in the bag but I didn't find any in mine.",satisfied purchase nutiva hemp seed order arrive fairly quickly taste great usually add protein shake enhance amino acid profile sprinkle top salad add flavor texture supply almost go definitely order one review say still shell bag find mine,95,0,,0.0,12,1,9,17,38,100,5,0.8563,0.583333,1,0
490,positive,2/11/18,I really like the flavor of this hot chocolate.  The kids love the flavor too.  I always keep a box of this in the house as my kids and their friends are avid coco drinkers.  This makes it easier and less messy even for the younger ones.  No more powder spilled on the counter tops this way!,really like flavor hot chocolate kid love flavor always keep box house kid friends avid coco drinker make easy less messy even young one powder spill counter top way,60,0,,0.0,5,1,5,11,29,62,0,0.9298,0.538889,1,0
3542,positive,14/10/21,I hate popcorn but I loved this popcorn. It's crunchy and sweet but not over-poweringly so. The seller delivered the product extremely fast and way before planned. I would surely buy this product again and from this seller again.,hate popcorn love popcorn crunchy sweet seller deliver product extremely fast way plan would surely buy product seller,41,0,,0.0,4,0,2,10,18,44,1,0.7506,0.727778,1,1
5434,negative,18/12/19,"We ordered the product and received 2 broken bottles, but Amazon is excellent and reshipped the entire order again one day shipping.  Unfortunately, even at 85 cents a bottle, we overpaid.  There is NO cheese taste and it is really just a salty mess.  Now we have 10 bottles of a below average product.  Save your money.",ordered product receive broken bottle amazon excellent reshipped entire order one day ship unfortunately even cent bottle overpaid cheese taste really salty mess bottle average product save money,64,1,NO,0.015385,8,1,3,13,28,65,1,0.0828,0.542857,1,0
3451,positive,18/12/19,"I use this as a treat for training and my dog just begs for more lessons!  I slice into small bites then add a little warm water and soak for 5 mins ... easy ... and my dog won't choke when she ""inhales"" the food during lessons.",use treat training dog begs lesson slice small bite add little warm water soak mins easy dog choke inhales food lesson,50,0,,0.0,2,0,2,13,21,52,1,0.4033,0.583333,0,1
3579,positive,18/5/18,"These are some of the best oatmeal raisin cookies ever - I usually bake my own cookies but to be honest I'm not sure I can do better than these!  They are soft, melt in your mouth and bursting with flavor.",best oatmeal raisin cooky ever usually bake cooky honest sure good soft melt mouth burst flavor,42,0,,0.0,4,0,3,4,16,45,1,0.9136,0.548148,2,0
3054,negative,13/6/20,"This extract is strange... I put a little into my recipe and it sort of had an almost peanut buttery hint of flavor, but not quite, so i thought it needed a bit more. I put in the tiniest bit more and the flavor changed drastically and tasted not like peanut butter, but like alcohol. Not good at all.",extract strange put little recipe sort almost peanut buttery hint flavor quite think need bit put tiny bit flavor change drastically taste like peanut butter like alcohol good,64,0,,0.0,6,0,4,12,28,66,0,0.7269,0.4375,0,0
4277,positive,18/10/21,"Great price for a lot of creamer. Just a bit at a loss of what to do with a giant box of creamers! Was hoping they'd come packed a little differently, but it's not a big deal.",great price lot creamer bit loss giant box creamer hop would come packed little differently big deal,43,0,,0.0,4,0,1,9,17,43,2,0.4215,0.5875,1,0
3660,positive,16/9/21,"My son asked for this plant for his birthday and he is very happy with it.  It seems to be doing well thus far, hopefully it will continue to thrive.  It was packed well in the box and incurred no damage during shipping.",son ask plant birthday happy seem well thus far hopefully continue thrive pack well box incur damage shipping,47,0,,0.0,4,0,2,7,18,47,0,0.7506,1.0,1,0
4805,negative,28/9/21,"The initial aroma upon opening the package was decent, though subtle. Unfortunately, it quickly dissipated - I really couldn't smell anything after a minute, which I assume is due to it being pre-ground.<br /><br />I brewed this coffee in a French press as well as in a drip brewer. Both results tasted flat and boring, although there was a decent amount of body - at least it was inoffensive. Perhaps a notch up from bad diner coffee. For about the same price, you could get better tasting fresher beans from a cafe or natural foods store.",initial aroma upon open package decent though subtle unfortunately quickly dissipate really could smell anything minute assume due brew coffee french press well drip brewer result taste flat boring although decent amount body least inoffensive perhaps notch bad diner coffee price could get good taste fresh bean cafe natural food store,111,0,,0.0,18,0,4,17,51,114,3,0.1531,0.44375,0,1
3701,positive,1/12/20,"I bought this organic pumpkin online because it is impossible to find pumpkin locally. I feed my dogs this every day because it is wonderful for their digestion. Pumpkin was recommended by my vet.  All of the cans were in great condition. There were just a few minor dents on a few of the cans, not anything serious. The quality of the pumpkin was so good that I would serve it to my family, but we really do not eat pumpkin!  An added plus was free shipping.  I would buy this again.",buy organic pumpkin online impossible find pumpkin locally feed dog every day wonderful digestion pumpkin recommend vet can great condition minor dent can anything serious quality pumpkin good would serve family really eat pumpkin add plus free shipping would buy,98,0,,0.0,10,0,4,18,40,102,0,0.9451,0.57963,3,0
3800,positive,13/10/21,These dates are as close as you can get without picking them off the tree yourself. They are also much cheaper than the nearly $8/lb. at local stores that aren't even organic. Great deal for a great product.,date close get without pick tree also much cheap nearly local store even organic great deal great product,44,0,,0.0,5,0,0,7,18,44,2,0.8481,0.55,2,0
154,positive,4/1/20,"This is a great healthy product at a good price.  Not the first time I buy it, and not the last.",great healthy product good price first time buy last,23,0,,0.0,3,0,1,3,9,24,0,0.8658,0.45,1,0
177,positive,22/7/19,"My dogs love these sweet potato treats.  I feed my dogs grain-free diets and other high-end supplements, so of course I wanted a treat that followed our feeding ethic. This is low in protein and fat, so it is gentle on the stomach of puppies and sick dogs alike. My dogs go crazy over these. They love the taste and since these are a little tough, it takes them a bit longer to finish them, which is great because dogs usually swallow treats whole. They are not extremely tough though. Puppies can eat them. Even though the bag does not have an indication to refrigerate after opening, please do so. They will last longer and remain fresher. Plus, you could prevent mold growth. Amazon sells these by far at the most affordable price. Specialty stores sell these treats up to twice as much as Amazon does, so I suggest you buy them from Amazon. If you want a healthy treat, this is the way to go. :)",dog love sweet potato treat fee dog diet supplement course want treat follow feed ethic low protein fat gentle stomach puppy sick dog alike dog go crazy love taste since little tough take bit longer finish great dog usually swallow treat whole extremely tough though puppy eat even though bag indication refrigerate opening please last long remain fresh plus could prevent mold growth amazon sell far affordable price specialty store sell treat twice much amazon suggest buy amazon want healthy treat way go,186,0,,0.0,23,0,12,32,83,189,2,0.988,0.575815,3,1
3051,positive,31/7/20,I purchased these to add drops of lemon juice to my water.  They're great!  I gave it 4 stars because I don't really have anything else to compare it to.,purchase add drop lemon juice water great give star really anything else compare,32,0,,0.0,3,0,1,8,13,35,2,0.4588,0.475,1,0
260,positive,28/9/21,I LOVE this trail mix...it's sooo good! Although the cost is more expensive on here than I pay at the store. Will continue to buy in-store.,love trail mix sooo good although cost expensive pay store continue buy,29,1,LOVE,0.03125,3,0,3,5,12,32,2,0.7717,0.633333,1,0
2895,positive,11/9/21,"This Flaxseed meal is the best EVER!<br /><br />I've tried several brands that I purchased in local markets but it's not that easy to find whole ground flaxseed around where I live. So the ones I was able to find had a sand-like texture (and taste), my wife couldn't stand it despite of the known benefits of taking it.<br /><br />This flaxseed texture is awesome for her and she's enjoying it!<br />She mixes with milk in the morning and smoothie in the afternoon and doesn't complain anymore about the taste.<br /><br />I take it before the meals with juice and I think it has a wonderful nutty taste.<br /><br />I had initially setup the subscription for every 6 months, but we liked it so much, we are changing it for every 3 months!",flaxseed meal best ever try several brand purchase local market easy find whole ground flaxseed around live one able find texture taste wife could stand despite known benefit take flaxseed texture awesome enjoying mix milk morning smoothie afternoon complain anymore taste take meal juice think wonderful nutty taste initially setup subscription every month like much change every month,171,1,EVER,0.005587,36,1,7,24,58,179,10,0.9503,0.454861,4,0
2283,positive,15/9/21,"Excellent tasting green tea for those who want to quit black tea or coffee.<br /><br />I quit coffee cold turkey by substituting this tea.<br /><br />I was up to 64 ounces of coffee a day.<br />Now I drink 24 ounces of this tea daily. (three cups)<br /><br />Yes, I feel a lot better!<br />I have no desire for coffee anymore, but I do dabble with black tea.<br />No longer do I have to trust others to serve me fresh coffee.<br />Tea is always fresh, and you can carry a few envelopes of your favorite variety.<br />Just add hot water.",excellent taste green tea want quit black tea coffee quit coffee cold turkey substitute tea ounce coffee day drink ounce tea daily three cup yes feel lot well desire coffee anymore dabble black tea longer trust others serve fresh coffee tea always fresh carry envelop favorite variety add hot water,141,0,,0.0,41,1,6,26,50,148,7,0.9657,0.601667,2,0
4612,negative,17/10/20,"The treats were ok,my main complaint is they were small about the size of a lifesaver.Which made it hard to give them to my medium size dog as a treat.One treat just di not do it.This package should be labeled for toy or small dogs.",treat ok main complaint small size make hard give medium size dog treat di package label toy small dog,48,0,,0.0,2,0,1,11,19,48,4,0.6124,0.395833,0,0
2211,positive,21/4/21,"I love them. They go really well with soups, salads, etc. I just wish that they don't come broken up so much.",love go really well soup salad etc wish come broken much,26,0,,0.0,5,0,3,2,11,28,1,0.7346,0.35,1,0
527,positive,8/8/20,Ordered 2 cases on different dates and got them within 2 days. Cant find these in the stores so please keep them in stock. Make for a great meal with some veggies or a salad...and this type of fish with omega 3's is good for you.,ordered case different date get within day find store please keep stock make great meal veggie salad type fish omega good,52,0,,0.0,3,0,3,11,21,52,2,0.8519,0.65,1,0
2651,positive,8/3/21,It's so hard to find gluten free foods that taste good.  This one is really delicious.  And it's easy to make!,hard find gluten free food taste good one really delicious easy make,26,0,,0.0,3,1,2,3,12,26,0,0.9181,0.755,2,0
1311,positive,20/4/21,This is a great quality olive oil with a slightly grassy overtone to the flavor. It's obviously a bit more expensive than your average everyday supermarket olive oil; but it is well worth the money.,great quality olive oil slightly grassy overtone flavor obviously bit expensive average everyday supermarket olive oil well worth money,39,0,,0.0,3,0,0,8,19,39,1,0.7964,0.459524,1,0
1616,positive,22/5/21,The taste of these teas are great. but i added honey to make it a little more sweet.,taste tea great add honey make little sweet,20,0,,0.0,2,0,1,3,8,20,0,0.7787,0.633333,1,0
3840,positive,19/2/21,I've purchased cheaper bags since buying these which work well.  These are thicker and cheaper here than at a pet store.,purchase cheaper bag since buying work well thicker cheap pet store,23,0,,0.0,2,0,0,6,11,24,1,0.2732,0.7,0,0
3944,positive,25/9/20,"With the Amazon Mom discount, this is cheaper than in stores unless there's a sale.  It regularly goes on sale at Kroger, Publix, and other grocery stores for around 50 cents a jar.  I wish there were other Earth's Best fruit varieties available on Amazon at this price.  No problems with breakage during shipping for me, but I found the packaging annoying.  In general though, I think Earth's Best is a good brand and that the price is fair for what you're getting:  organic, non-GMO baby food delivered to your door step!  As a single mom in a rural community, going to the grocery store with the baby can be such a hassle.<br /><br />Earth's Best is definitely better tasting and smelling than non-organic foods like Gerber.  The textures are good, but I had to stay on 1st foods longer than six months because the textures of almost all 2nd Foods made my son gag.  I had a similar issue graduating from 2nd Foods to 3rd Foods.  Sprout baby food, however, is the best quality I've tried for freshness, aroma, and taste.  It reminds me of pureed fresh produce.  While I've seen it in Winn-Dixie for the same price as Earth's Best, it's much more expensive on Amazon and the selection of flavors is relatively limited both in stores and online.  I'm going to start making my own organic baby food and freezing it, but I'll probably always keep a few jars of Earth's Best to get by in a pinch.",amazon mom discount cheap store unless sale regularly go sale kroger publix grocery store around cent jar wish earth best fruit variety available amazon price problem breakage ship find package annoy general though think earth best good brand price fair get organic baby food deliver door step single mom rural community go grocery store baby hassle earth best definitely well taste smell food like gerber texture good stay food longer six month textures almost food make son gag similar issue graduate food food sprout baby food however best quality try freshness aroma taste remind puree fresh produce see price earth best much expensive amazon selection flavor relatively limited store online go start make organic baby food freezing probably always keep jar earth best get pinch,288,0,,0.0,33,1,13,67,125,297,15,0.9902,0.401703,6,0
117,positive,14/12/20,"I've ordered this cereal twice so far from Amazon.  I can find it at our local health market but it costs more locally than buying a three pack from Amazon.  The 'Best By' dates are always good (this last pack had 13 months from purchase).  My family really enjoys the taste, though it doesn't taste like Kelloggs Raisin Bran.  Peace one cup serving has 190 calories; 2g fat; 170mg sodium; 44g total carbs; 8g dietary fiber; 9g sugar; 6g protein.  Kellogs one cup has same calories; 1g fat; 210mg sodium; 46g total carbs; 7g dietary fiber; 18g sugar; 5g protein. This may not be for everyone, but I love a raisin bran cereal and knowing Peace has half the sugar makes me love it even more.",order cereal twice far amazon find local health market cost locally buy three pack amazon date always good last pack month purchase family really enjoy taste though taste like kellogg raisin bran peace one cup serve calorie fat sodium total carbs dietary fiber sugar protein kellogs one cup calorie fat sodium total carbs dietary fiber sugar protein may everyone love raisin bran cereal know peace half sugar make love even,149,0,,0.0,24,3,7,38,70,152,16,0.9792,0.457576,4,0
3787,positive,20/4/21,"When I first adopted my dog, I did a vast amount of research to find out what was truly best to feed him. He's a chihuahua mix, and as I was reading such mixed reviews about whether small dogs would benefit from a high protein diet or not I decided I just had to try it for myself. He did have a little trouble with digestion while I was transitioning him to the food, he was eating Royal Canin prior. He's been eating it for about seven months now and he's doing phenomenal. He has great muscle tone and energy. His coat is silky and shinny when it had been coarse and dull. Yes, it's on the pricey side but if you closely watch what you put in your body as humans why wouldn't you want your best friend to benefit from great food.",first adopt dog vast amount research find truly best feed chihuahua mix read mixed review whether small dog would benefit high protein diet decide try little trouble digestion transition food eat royal canin prior eat seven month phenomenal great muscle tone energy coat silky shinny coarse dull yes pricey side closely watch put body human would want best friend benefit great food,154,0,,0.0,11,1,6,30,62,160,2,0.984,0.432708,4,0
1662,positive,11/9/21,"I've been trying with limited amounts of success to eat vegan and low-gi. Amys soups are excellent for this, they make it very easy to lose weight. One limiting factor is fat cravings, eating vegan it's actually hard to get enough fat.<br /><br />This is a long way of saying this soup tastes great, I can tell it's oily and i love that about it. I need fat in my diet or I'll lose my mind and eat a whole pizza. Low-fat diets are a travesty anyway, creating a market for high-sugar high-gi products labeled as ""healthy""<br /><br />So this soup brings oil and mushrooms and a very good flavor. I've had about a dozen types of amys soups, and this is at the top with golden lentil, no chicken noodle, and trader joes lentil vegetable (made by amys).",try limited amount success eat vegan amys soup excellent make easy lose weight one limiting factor fat craving eat vegan actually hard get enough fat long way say soup taste great tell oily love need fat diet lose mind eat whole pizza diet travesty anyway create market product label healthy soup bring oil mushroom good flavor dozen type amys soup top golden lentil chicken noodle trader joes lentil vegetable make amys,170,0,,0.0,27,1,8,34,71,175,9,0.9493,0.547857,4,1
1710,positive,15/4/19,"This is one of my all-time favorite candies.  Lays used to have a slogan, ""Bet you can't eat just one!"" and there's no doubt, for me, that's the case with these.  My biggest 'problem' with these is I can't leave them alone and my waistline is suggesting I SHOULD!",one favorite candy lay use slogan bet eat one doubt case big leave alone waistline suggest,60,1,SHOULD,0.015873,8,2,2,6,16,63,3,-0.1779,0.55,0,0
3395,positive,1/8/21,"All of these fruit snacks are large and tasty. Muscat was a little gross, but all in all, a great product.",fruit snack large tasty muscat little gross great product,25,0,,0.0,4,0,0,4,9,25,1,0.2534,0.419643,1,0
4907,negative,17/12/20,"My baby enjoyed this flavor when I purchased it at a store.  I ordered a case of it from Amazon.  the whole case arrived moldy.  Each jar popped when I opened it too, showing that it was properly sealed.  I contacted Earth's Best.  They said they would look into it but would not follow up with me.  Given what is going on in our food industry, I will not purchase any more products from this company.  It is to scary when feeding a baby.  Amazon refunded me but did not take it any further.  Be very careful and inform other families too.  UPDATE: I was so disappointed with the lack of concern from Earth's Best and Amazon.  I contacted the FDA, they referred me to the USDA because the product contained meat.  They took it very serious and had also received several complaints.  They have come to my house and written a report.  If anyone else noticed this problem please contact the USDA (1-888-674-6854).<br />to report your claim/problem.  They will investigate the problem and the Earth's Best Plant to make sure they are following regulations.",baby enjoy flavor purchase store ordered case amazon whole case arrive moldy jar pop open show properly seal contacted earth best say would look would follow give go food industry purchase product company scary feeding baby amazon refund take careful inform family update disappointed lack concern earth best amazon contact fda refer usda product contain meat take serious also receive several complaint come house write report anyone else notice problem please contact usda report investigate problem earth best plant make sure following regulation,204,4,"UPDATE, FDA, USDA, USDA",0.018605,26,0,13,47,83,215,3,0.8625,0.467037,3,0
2012,positive,30/1/21,"I just squeezed some into some water and drank. The liquid mixed with the water with little agitation. You can use as much or as little as you like. I did a 2 second shot. My drink was light, refreshing and not overly sweet.  It didn't taste like Snapple, for example, but I enjoyed it. I plan on getting more.",squeezed water drank liquid mixed water little agitation use much little like second shot drink light refresh overly sweet taste like snapple example enjoy plan get,67,0,,0.0,10,0,1,11,26,71,2,0.8481,0.442857,0,0
2428,positive,29/6/21,I have run into Nonni's at the homes of various friends and never thought to try and get some for myself.  They are the perfect complement to my morning cup of coffee and give me a little pick-me-up without loading me up first thing in the morning.  Delicious!  Buy some!,run nonni home various friend never think try get perfect complement morning cup coffee give little without load first thing morning delicious buy,54,0,,0.0,4,0,6,9,23,55,2,0.891,0.666667,2,0
3289,positive,15/6/21,I bought this to share with my co-workers and in one week they are gone.,buy share one week go,15,0,,0.0,1,1,1,3,5,16,0,0.296,0.0,0,0
4244,positive,20/11/19,"Love these, but $6.65 per package????  That's crazy when they went for $2.50-3.50 in the stores (Meijer, Walmart, Kroger).  Nice flavor and my favorite but no way would pay this much for what is essentially sugarfree koolaid.",love per package crazy go store meijer walmart kroger nice flavor favorite way would pay much essentially sugarfree koolaid,51,0,,0.0,13,0,2,8,19,51,6,0.802,0.76,1,0
4306,positive,8/2/21,"Bottled water is just about all the same to me so I look for price. Even with the shipping cost, this 24 pack is the best bargain I've seen. It's cheaper than in my local grocery store and I don't have to carry it home.",bottled water look price even ship cost pack best bargain see cheap local grocery store carry home,49,0,,0.0,4,0,2,10,17,52,2,0.7184,0.333333,1,0
1840,negative,5/1/21,They came during a heat wave so some of them melted. However that's not the issue. They tasted burnt and just not that good. The ones at Trader Joe's are soo much better.,come heat wave melt however issue taste burnt good one trader joe soo much good,39,0,,0.0,4,1,3,5,15,39,1,0.7003,0.6,0,0
2213,positive,18/12/19,This is truly a great versatile mix.  Substituting oil for butter and rice milk for regular milk works out perfect.  Using orange juice for the milk makes great pancakes and muffins as well.  The options are endless for muffins- our favorite is adding a bit of cinnamon and GFCF chocolate chips.  I also sneak in small amounts of light colored pureed veggies (baby food).,truly great versatile mix substitute oil butter rice milk regular milk work perfect use orange juice milk make great pancake muffin well option endless favorite add bit cinnamon gfcf chocolate chip also sneak small amount light color pureed veggie baby food,69,1,GFCF,0.014085,7,0,1,26,41,71,1,0.9633,0.678365,3,0
5362,negative,8/7/21,Not Kosher!!! Ignore the Symbol!!! They are NOT Kosher and NOT certified by any company!!! I contacted the company to confirm.,kosher ignore symbol kosher certify company contact company confirm,28,2,"NOT, NOT",0.064516,10,0,1,6,9,31,0,-0.3612,0.0,0,0
4288,positive,12/8/21,"Love the large size Gevalia morning roast.  It makes about 1 1/2 mugs of coffee.  Just enough to keep you going through the morning.  The flavor is perfect, not too strong and not bitter.  The three pack is a great value.  This price is way better than buying from the grocery store or department stores.  A wonderful way to start your day.",love large size gevalia morning roast make mugs coffee enough keep go morning flavor perfect strong bitter three pack great value price way well buying grocery store department store wonderful way start day,69,0,,0.0,8,1,5,19,33,70,1,0.967,0.688988,5,0
4910,negative,18/7/19,"When I saw some of the Earth's Best jars offered as a Gold Box deal, I remembered that I needed to offer a caveat to other parents.<br />  My children have previously enjoyed many Earth's Best flavors, which in general taste quite good, so in February when there was a promotional offer through Amazon, we ordered two 12-packs. When they arrived, one of the 12-packs seemed ok, but the other 12-pack contained several broken jars and was leaking. It smelled and looked like there might be mold under the plastic that surrounded the second 12-pack.<br />  I noticed that the shipping box holding the two 12-packs had air-filled padding on only the top side of the box, which meant that there was no padding protecting the bottom side.<br />  I don't know whether some of the jars had broken at the warehouse or during delivery, but either way, I was afraid to use the unbroken jars too, because what if the seals had broken or what if there were small pieces of broken glass inside the intact jars too?<br />For more durable items, I still order from Amazon, but I canceled my subscription of the Earth's Best jars and from now on will buy jars at a physical store where I can check them first.",saw earth best jar offer gold box deal remember need offer caveat parent child previously enjoy many earth best flavor general taste quite good february promotional offer amazon order two arrive one seem ok contain several broken jar leak smell looked like might mold plastic surround second noticed shipping box hold two pad top side box mean pad protect bottom side know whether jar break warehouse delivery either way afraid use unbroken jar seal break small piece break glass inside intact jar durable item still order amazon cancel subscription earth best jar buy jar physical store check first,239,0,,0.0,28,3,10,50,98,248,8,0.9744,0.403746,3,0
1930,positive,20/4/21,"I get bored with plain water - and I drink a lot every day.  I tried the Cherry Berry Flavrz because I wanted a drink mix that contained NO corn syrups or artificial sweetners.  This product fit the bill AND delivered a great tasting drink.  Low cal, too!  Try it!  It really is good.",get bore plain water drink lot every day try cherry berry flavrz want drink mix contain corn syrup artificial sweetners product fit bill deliver great taste drink low cal try really good,55,2,"NO, AND",0.032787,8,0,6,15,32,61,2,0.7902,0.567857,1,0
5149,negative,2/5/21,"First of all, I have owned a Keurig for about 4 years now, and I've tried lot's of coffee.  During that time, I have had an occasion k cup that didn't function correctly and loaded the brew with grounds.<br /><br />I probably should have returned these before I bothered to open the second box.  Since I drink my coffee from a thermal cup, I can tell you that taking that last drink to find your mouth full of coffee grounds stinks.<br /><br />I have had to throw out at least 6 cups of coffee.  Its a bit like Russian Roulette, and I've started straining it after I brew it.<br /><br />I know that its not my brewer because it is not happening with the Green Mountain, Timothy's or Tully's that I also use.  The good cups are a bit weak for my taste, but the flavor is ok.  Definitely prefer not to waste $'s on a product with a manufacturing defect.",first own keurig year try lot coffee time occasion k cup function correctly load brew ground probably return bother open second box since drink coffee thermal cup tell take last drink find mouth full coffee ground stink throw least cups coffee bit like russian roulette start strain brew know brewer happen green mountain timothy tully also use good cup bite weak taste flavor definitely prefer waste product manufacturing defect,189,0,,0.0,31,0,8,36,69,201,11,-0.6486,0.375,0,0
3771,positive,21/4/21,"I have purchased the Zoe evoo in cans (regular and organic) many times in the past and been very satisfied.  I like this Zoe 100% arbequina evoo even better, as far as taste goes.  It is very flavorful, somewhat grassy with no bitter taste, and has a smooth, silky texture.  It is more of a rich yellow color than green.  It is a great all purpose oil that holds up to sauteeing, drizzling over cooked pasta, for use in salad dressings and for bread dipping.  It is also pretty economical to use for all kitchen uses, especially when purchased on subscription basis. This comes in a clear bottle, not my preference for storage of olive oils, so I have wrapped the bottles with foil to minimize light exposure and slow degradation.  Oils can also be stored in the refrigerator or freezer to maintain quality.",purchase zoe evoo can regular organic many time past satisfy like zoe arbequina evoo even well far taste go flavorful somewhat grassy bitter taste smooth silky texture rich yellow color green great purpose oil hold sauteeing drizzle cooked pasta use salad dressing bread dip also pretty economical use kitchen use especially purchase subscription basis come clear bottle preference storage olive oil wrap bottle foil minimize light exposure slow degradation oil also store refrigerator freezer maintain quality,161,0,,0.0,20,0,11,32,76,164,3,0.9346,0.563141,2,1
219,positive,10/8/18,"My son is on a Gluten Free diet and finding good healthy snacks that fall into that category, and that taste good enough for him to eat...is very hard.  He loves these bars.  He thinks they taste like cocoa krispies and would eat the whole box if he could.<br />They are packed full of vitamins and minerals and are organic for those that are concerned about that.  These bars are on average, pretty expensive in the stores, but I can purchase them off Amazon for much cheaper and I usually buy them in bulk.<br />If you have a picky eater, or if anyone is on a specific diet, these might be something to consider.  As many know, it is hard to find Gluten free snack products that taste very similiar to regular ones and these really do make the cut.<br /><a href=""http://www.amazon.com/gp/product/B000E46GFA"">EnviroKidz Organic Koala Crispy Rice Bars, Chocolate, 6-Count Bars (Pack of 6)</a>",son gluten free diet find good healthy snack fall category taste good enough eat hard love bar think taste like cocoa krispies would eat whole box could pack full vitamin mineral organic concerned bar average pretty expensive store purchase amazon much cheap usually buy bulk picky eater anyone specific diet might something consider many know hard find gluten free snack product taste similiar regular one really make cut envirokidz organic koala crispy rice bar chocolate bar pack,190,0,,0.0,28,1,11,32,77,192,7,0.9742,0.519263,3,0
2263,positive,13/8/21,"Twinings seem to have discontinued their apple-cinnamon flavor.  This tea is very similar; it's more apple than cinnamon flavored, but neither flavor is overwhelming.  It has a nice fruity tang to it without being acidic.",twinings seem discontinue flavor tea similar apple cinnamon flavor neither flavor overwhelming nice fruity tang without acidic,41,0,,0.0,5,0,1,9,17,41,2,-0.3252,0.8,0,0
4905,negative,28/7/20,This was not good. The flavor was lacking and barely came through unlike the Hint water -- which I really enjoy. I wanted this to be good and was so excited to get it but it just disappointed.,good flavor lack barely come unlike hint water really enjoy want good excited get disappoint,39,0,,0.0,3,0,3,6,15,41,0,0.8193,0.51,0,0
4776,negative,8/6/21,A great idea that falls short. Bisquick gluten-free still uses an aluminum-based baking powder that is toxic to humans. Aluminum lodges in our bodies and has been found in quantities unacceptable in autistic individuals. The company refuses to respond to customer inquiries concerning this. I cannot give this to my family until the baking powder formula has been changed.,great idea fall short bisquick still use bake powder toxic human aluminum lodge body find quantity unacceptable autistic individual company refuse respond customer inquiry concern give family bake powder formula change,63,0,,0.0,5,0,4,19,31,65,3,-0.0258,0.35,1,0
2318,positive,14/5/19,"Was looking for a brand other than sense and came across Baronet, could not be more pleased.  Great flavor, rich and tasty each and every time.  Will reorder again that is for sure.",look brand sense come across baronet could please great flavor rich tasty every time reorder sure,38,0,,0.0,5,0,2,9,16,38,0,0.9062,0.796296,2,0
3365,positive,8/8/21,"cardboard box is a bit shoddy, but the candies are perfect.  taste great, just as I remember them.<br /><br />4 flavors is kinda lacking, but so what.",cardboard box bit shoddy candy perfect taste great remember flavor kind lacking,38,0,,0.0,11,0,1,8,12,39,3,0.9042,0.7875,3,0
3863,negative,2/2/20,"The fruit arrived in a timely fashion, but much of the fruit was not ripe, and quality was very poor.  Most of the fruit delivered was fruit easily obtainable at most grovery stores for a fraction of what was charged for this basket.  Don't waste your money!",fruit arrive timely fashion much fruit ripe quality poor fruit deliver fruit easily obtainable grovery store fraction charge basket waste money,53,0,,0.0,5,0,1,14,21,53,2,-0.5423,0.408333,0,0
5365,negative,2/8/21,"I was disappointed by my first taste of Kopali Organics Chocolate Covered Dried Banana. The chocolate is waxy and the bananas too soft for me. I was expecting more crunch, a drier banana. The banana did not taste of banana to me either. I will not purchase again.",disappoint first taste kopali organic chocolate cover dried banana chocolate waxy banana soft expect crunch drier banana banana taste banana either purchase,51,0,,0.0,6,0,2,15,22,54,1,-0.4019,0.427778,0,0
2011,positive,4/1/20,"This ""water enhancer"" was really tasty and you don't have to use a lot of it to flavor even a large glass of water. The flavor was good without being overpowering, and it's fun using the little bottle. My only complaint is the price. At $3.99 per bottle (Kraft's listed price on their site, not Amazon's), you're paying more for the bottle and the wow-factor than the actual flavoring itself. While this is a really good product, I don't imagine I'll be spending four bucks on less than two ounces of flavoring and a ""futuristic"" bottle.",water enhancer really tasty use lot flavor even large glass water flavor good without overpower fun use little bottle complaint price per bottle kraft list price site amazon pay bottle actual flavoring really good product imagine spending four buck less two ounce flavor futuristic bottle,117,0,,0.0,12,2,1,27,45,119,4,0.4155,0.321693,1,0
4794,negative,17/4/21,"Maybe, I got a bad one.  It's very plain, nothing special in flavor.  I felt like I wasted my time and money. I will not buy this flavor again.",maybe get bad one plain nothing special flavor felt like wasted time money buy flavor,32,0,,0.0,6,1,3,6,15,36,0,-0.7549,0.39881,0,1
